L, 0.000000e+00 
R, 5.629861e+01 
tau, gamma(tau) 
3.162278e-08, 1.455765e-87 
3.268181e-08, 2.583873e-86 
3.377632e-08, 4.461488e-85 
3.490748e-08, 7.494061e-84 
3.607652e-08, 1.224570e-82 
3.728471e-08, 1.946609e-81 
3.853336e-08, 3.010253e-80 
3.982383e-08, 4.528516e-79 
4.115752e-08, 6.627318e-78 
4.253587e-08, 9.435145e-77 
4.396039e-08, 1.306737e-75 
4.543261e-08, 1.760584e-74 
4.695413e-08, 2.307566e-73 
4.852661e-08, 2.942256e-72 
5.015175e-08, 3.649519e-71 
5.183132e-08, 4.403719e-70 
5.356714e-08, 5.169310e-69 
5.536108e-08, 5.903021e-68 
5.721511e-08, 6.557602e-67 
5.913123e-08, 7.086709e-66 
6.111151e-08, 7.450287e-65 
6.315812e-08, 7.619568e-64 
6.527326e-08, 7.580826e-63 
6.745925e-08, 7.337221e-62 
6.971844e-08, 6.908370e-61 
7.205329e-08, 6.327737e-60 
7.446633e-08, 5.638325e-59 
7.696018e-08, 4.887432e-58 
7.953756e-08, 4.121357e-57 
8.220125e-08, 3.380871e-56 
8.495414e-08, 2.698024e-55 
8.779923e-08, 2.094556e-54 
9.073960e-08, 1.581856e-53 
9.377844e-08, 1.162173e-52 
9.691905e-08, 8.306223e-52 
1.001648e-07, 5.775177e-51 
1.035193e-07, 3.906212e-50 
1.069862e-07, 2.570250e-49 
1.105691e-07, 1.645219e-48 
1.142720e-07, 1.024474e-47 
1.180990e-07, 6.205932e-47 
1.220541e-07, 3.657144e-46 
1.261416e-07, 2.096554e-45 
1.303661e-07, 1.169227e-44 
1.347320e-07, 6.343381e-44 
1.392441e-07, 3.347893e-43 
1.439073e-07, 1.718903e-42 
1.487268e-07, 8.585391e-42 
1.537076e-07, 4.171553e-41 
1.588552e-07, 1.971808e-40 
1.641752e-07, 9.066932e-40 
1.696734e-07, 4.055881e-39 
1.753557e-07, 1.764978e-38 
1.812283e-07, 7.471753e-38 
1.872976e-07, 3.077053e-37 
1.935701e-07, 1.232755e-36 
2.000527e-07, 4.804500e-36 
2.067524e-07, 1.821583e-35 
2.136765e-07, 6.718614e-35 
2.208325e-07, 2.410683e-34 
2.282281e-07, 8.414549e-34 
2.358714e-07, 2.857274e-33 
2.437706e-07, 9.438515e-33 
2.519344e-07, 3.033099e-32 
2.603717e-07, 9.482026e-32 
2.690914e-07, 2.883686e-31 
2.781032e-07, 8.531543e-31 
2.874168e-07, 2.455506e-30 
2.970423e-07, 6.875265e-30 
3.069902e-07, 1.872725e-29 
3.172712e-07, 4.962450e-29 
3.278965e-07, 1.279258e-28 
3.388776e-07, 3.208203e-28 
3.502266e-07, 7.827273e-28 
3.619555e-07, 1.857836e-27 
3.740773e-07, 4.289993e-27 
3.866051e-07, 9.637474e-27 
3.995523e-07, 2.106364e-26 
4.129332e-07, 4.478936e-26 
4.267622e-07, 9.266086e-26 
4.410544e-07, 1.865130e-25 
4.558251e-07, 3.652804e-25 
4.710906e-07, 6.960886e-25 
4.868673e-07, 1.290753e-24 
5.031723e-07, 2.329091e-24 
5.200234e-07, 4.089999e-24 
5.374388e-07, 6.990183e-24 
5.554375e-07, 1.162854e-23 
5.740389e-07, 1.883147e-23 
5.932633e-07, 2.969120e-23 
6.131315e-07, 4.558595e-23 
6.336651e-07, 6.816851e-23 
6.548864e-07, 9.931036e-23 
6.768183e-07, 1.409915e-22 
6.994848e-07, 1.951344e-22 
7.229103e-07, 2.633916e-22 
7.471203e-07, 3.469090e-22 
7.721412e-07, 4.461002e-22 
7.979999e-07, 5.604727e-22 
8.247247e-07, 6.885450e-22 
8.523445e-07, 8.278858e-22 
8.808893e-07, 9.752817e-22 
9.103900e-07, 1.127018e-21 
9.408787e-07, 1.279237e-21 
9.723884e-07, 1.428307e-21 
1.004953e-06, 1.571164e-21 
1.038609e-06, 1.705550e-21 
1.073392e-06, 1.830139e-21 
1.109339e-06, 1.944537e-21 
1.146491e-06, 2.049166e-21 
1.184886e-06, 2.145088e-21 
1.224568e-06, 2.233778e-21 
1.265578e-06, 2.316917e-21 
1.307962e-06, 2.396200e-21 
1.351765e-06, 2.473209e-21 
1.397035e-06, 2.549320e-21 
1.443822e-06, 2.625679e-21 
1.492175e-06, 2.703201e-21 
1.542147e-06, 2.782603e-21 
1.593793e-06, 2.864449e-21 
1.647169e-06, 2.949194e-21 
1.702332e-06, 3.037222e-21 
1.759343e-06, 3.128881e-21 
1.818263e-06, 3.224497e-21 
1.879156e-06, 3.324390e-21 
1.942088e-06, 3.428885e-21 
2.007128e-06, 3.538313e-21 
2.074346e-06, 3.653015e-21 
2.143816e-06, 3.773341e-21 
2.215611e-06, 3.899652e-21 
2.289811e-06, 4.032318e-21 
2.366496e-06, 4.171724e-21 
2.445750e-06, 4.318273e-21 
2.527657e-06, 4.472393e-21 
2.612308e-06, 4.634543e-21 
2.699793e-06, 4.805219e-21 
2.790208e-06, 4.984954e-21 
2.883652e-06, 5.174320e-21 
2.980224e-06, 5.373933e-21 
3.080031e-06, 5.584460e-21 
3.183180e-06, 5.806620e-21 
3.289784e-06, 6.041195e-21 
3.399958e-06, 6.289030e-21 
3.513821e-06, 6.551039e-21 
3.631498e-06, 6.828202e-21 
3.753116e-06, 7.121581e-21 
3.878807e-06, 7.432323e-21 
4.008707e-06, 7.761675e-21 
4.142957e-06, 8.111002e-21 
4.281704e-06, 8.481793e-21 
4.425097e-06, 8.875676e-21 
4.573292e-06, 9.294426e-21 
4.726450e-06, 9.739987e-21 
4.884737e-06, 1.021451e-20 
5.048326e-06, 1.072052e-20 
5.217392e-06, 1.126159e-20 
5.392121e-06, 1.184630e-20 
5.572702e-06, 1.250878e-20 
5.759330e-06, 1.341534e-20 
5.952208e-06, 1.540054e-20 
6.151546e-06, 2.258738e-20 
6.357559e-06, 5.482996e-20 
6.570472e-06, 2.051198e-19 
6.790515e-06, 8.968848e-19 
7.017927e-06, 4.004248e-18 
7.252956e-06, 1.758977e-17 
7.495855e-06, 7.536543e-17 
7.746889e-06, 3.143287e-16 
8.006330e-06, 1.275531e-15 
8.274459e-06, 5.035508e-15 
8.551569e-06, 1.933878e-14 
8.837958e-06, 7.225128e-14 
9.133938e-06, 2.625982e-13 
9.439831e-06, 9.284693e-13 
9.755968e-06, 3.193546e-12 
1.008269e-05, 1.068584e-11 
1.042036e-05, 3.478358e-11 
1.076933e-05, 1.101464e-10 
1.113000e-05, 3.393105e-10 
1.150274e-05, 1.016846e-09 
1.188796e-05, 2.964456e-09 
1.228608e-05, 8.407501e-09 
1.269754e-05, 2.319647e-08 
1.312278e-05, 6.226023e-08 
1.356225e-05, 1.625678e-07 
1.401645e-05, 4.129472e-07 
1.448586e-05, 1.020452e-06 
1.497098e-05, 2.453183e-06 
1.547236e-05, 5.737330e-06 
1.599052e-05, 1.305373e-05 
1.652604e-05, 2.889401e-05 
1.707949e-05, 6.222052e-05 
1.765148e-05, 1.303519e-04 
1.824262e-05, 2.656837e-04 
1.885356e-05, 5.268463e-04 
1.948496e-05, 1.016445e-03 
2.013751e-05, 1.907986e-03 
2.081191e-05, 3.484751e-03 
2.150889e-05, 6.192840e-03 
2.222922e-05, 1.070901e-02 
2.297367e-05, 1.802078e-02 
2.374305e-05, 2.951154e-02 
2.453820e-05, 4.703692e-02 
2.535997e-05, 7.297208e-02 
2.620927e-05, 1.102036e-01 
2.708701e-05, 1.620382e-01 
2.799415e-05, 2.320030e-01 
2.893166e-05, 3.235277e-01 
2.990058e-05, 4.395160e-01 
3.090194e-05, 5.818426e-01 
3.193683e-05, 7.508415e-01 
3.300639e-05, 9.448698e-01 
3.411176e-05, 1.160040e+00 
3.525415e-05, 1.390198e+00 
3.643481e-05, 1.627198e+00 
3.765500e-05, 1.861457e+00 
3.891605e-05, 2.082736e+00 
4.021934e-05, 2.281032e+00 
4.156627e-05, 2.447453e+00 
4.295831e-05, 2.574943e+00 
4.439697e-05, 2.658761e+00 
4.588381e-05, 2.696681e+00 
4.742045e-05, 2.688915e+00 
4.900855e-05, 2.637830e+00 
5.064983e-05, 2.547533e+00 
5.234607e-05, 2.423413e+00 
5.409913e-05, 2.271687e+00 
5.591089e-05, 2.099004e+00 
5.778333e-05, 1.912096e+00 
5.971848e-05, 1.717480e+00 
6.171843e-05, 1.521207e+00 
6.378536e-05, 1.328649e+00 
6.592152e-05, 1.144331e+00 
6.812921e-05, 9.718264e-01 
7.041083e-05, 8.137183e-01 
7.276887e-05, 6.716284e-01 
7.520588e-05, 5.463036e-01 
7.772450e-05, 4.377456e-01 
8.032747e-05, 3.453606e-01 
8.301761e-05, 2.681125e-01 
8.579785e-05, 2.046625e-01 
8.867119e-05, 1.534914e-01 
9.164076e-05, 1.129997e-01 
9.470978e-05, 8.158884e-02 
9.788159e-05, 5.772411e-02 
1.011596e-04, 3.998367e-02 
1.045474e-04, 2.709279e-02 
1.080487e-04, 1.794501e-02 
1.116672e-04, 1.161067e-02 
1.154069e-04, 7.333829e-03 
1.192718e-04, 4.519993e-03 
1.232662e-04, 2.717056e-03 
1.273944e-04, 1.592687e-03 
1.316608e-04, 9.108533e-04 
1.360700e-04, 5.097506e-04 
1.406270e-04, 2.826695e-04 
1.453365e-04, 1.625932e-04 
1.502038e-04, 1.107663e-04 
1.552341e-04, 1.091094e-04 
1.604328e-04, 1.562001e-04 
1.658057e-04, 2.665299e-04 
1.713585e-04, 4.728020e-04 
1.770972e-04, 8.310613e-04 
1.830281e-04, 1.428350e-03 
1.891577e-04, 2.392301e-03 
1.954925e-04, 3.901588e-03 
2.020395e-04, 6.195464e-03 
2.088058e-04, 9.579900e-03 
2.157986e-04, 1.442727e-02 
2.230256e-04, 2.116640e-02 
2.304947e-04, 3.026047e-02 
2.382139e-04, 4.217168e-02 
2.461916e-04, 5.731421e-02 
2.544365e-04, 7.599989e-02 
2.629575e-04, 9.838387e-02 
2.717639e-04, 1.244197e-01 
2.808651e-04, 1.538335e-01 
2.902712e-04, 1.861240e-01 
2.999923e-04, 2.205934e-01 
3.100390e-04, 2.564046e-01 
3.204221e-04, 2.926591e-01 
3.311529e-04, 3.284817e-01 
3.422431e-04, 3.630994e-01 
3.537048e-04, 3.959015e-01 
3.655502e-04, 4.264729e-01 
3.777924e-04, 4.545988e-01 
3.904446e-04, 4.802423e-01 
4.035204e-04, 5.035044e-01 
4.170342e-04, 5.245738e-01 
4.310006e-04, 5.436778e-01 
4.454346e-04, 5.610399e-01 
4.603521e-04, 5.768512e-01 
4.757692e-04, 5.912553e-01 
4.917025e-04, 6.043486e-01 
5.081695e-04, 6.161913e-01 
5.251879e-04, 6.268256e-01 
5.427763e-04, 6.362968e-01 
5.609537e-04, 6.446716e-01 
5.797399e-04, 6.520498e-01 
5.991552e-04, 6.585678e-01 
6.192207e-04, 6.643944e-01 
6.399583e-04, 6.697185e-01 
6.613903e-04, 6.747342e-01 
6.835400e-04, 6.796244e-01 
7.064316e-04, 6.845462e-01 
7.300898e-04, 6.896207e-01 
7.545402e-04, 6.949266e-01 
7.798096e-04, 7.004997e-01 
8.059251e-04, 7.063369e-01 
8.329153e-04, 7.124031e-01 
8.608094e-04, 7.186412e-01 
8.896377e-04, 7.249814e-01 
9.194314e-04, 7.313496e-01 
9.502228e-04, 7.376733e-01 
9.820455e-04, 7.438846e-01 
1.014934e-03, 7.499199e-01 
1.048924e-03, 7.557183e-01 
1.084052e-03, 7.612180e-01 
1.120356e-03, 7.663525e-01 
1.157877e-03, 7.710465e-01 
1.196654e-03, 7.752133e-01 
1.236729e-03, 7.787541e-01 
1.278147e-03, 7.815597e-01 
1.320952e-03, 7.835156e-01 
1.365190e-03, 7.845089e-01 
1.410910e-03, 7.844366e-01 
1.458161e-03, 7.832131e-01 
1.506994e-03, 7.807753e-01 
1.557463e-03, 7.770853e-01 
1.609622e-03, 7.721303e-01 
1.663528e-03, 7.659202e-01 
1.719239e-03, 7.584842e-01 
1.776816e-03, 7.498679e-01 
1.836321e-03, 7.401292e-01 
1.897818e-03, 7.293355e-01 
1.961376e-03, 7.175611e-01 
2.027062e-03, 7.048862e-01 
2.094947e-03, 6.913967e-01 
2.165106e-03, 6.771863e-01 
2.237615e-03, 6.623593e-01 
2.312552e-03, 6.470333e-01 
2.389999e-03, 6.313410e-01 
2.470039e-03, 6.154300e-01 
2.552760e-03, 5.994598e-01 
2.638251e-03, 5.835980e-01 
2.726606e-03, 5.680152e-01 
2.817919e-03, 5.528806e-01 
2.912290e-03, 5.383579e-01 
3.009822e-03, 5.246038e-01 
3.110620e-03, 5.117656e-01 
3.214793e-03, 4.999808e-01 
3.322456e-03, 4.893771e-01 
3.433724e-03, 4.800717e-01 
3.548718e-03, 4.721718e-01 
3.667564e-03, 4.657752e-01 
3.790389e-03, 4.609700e-01 
3.917328e-03, 4.578348e-01 
4.048519e-03, 4.564382e-01 
4.184102e-03, 4.568374e-01 
4.324227e-03, 4.590777e-01 
4.469044e-03, 4.631905e-01 
4.618711e-03, 4.691931e-01 
4.773390e-03, 4.770875e-01 
4.933249e-03, 4.868603e-01 
5.098462e-03, 4.984829e-01 
5.269208e-03, 5.119119e-01 
5.445672e-03, 5.270894e-01 
5.628046e-03, 5.439441e-01 
5.816528e-03, 5.623910e-01 
6.011322e-03, 5.823328e-01 
6.212639e-03, 6.036606e-01 
6.420698e-03, 6.262550e-01 
6.635725e-03, 6.499885e-01 
6.857954e-03, 6.747263e-01 
7.087625e-03, 7.003281e-01 
7.324987e-03, 7.266479e-01 
7.570299e-03, 7.535329e-01 
7.823826e-03, 7.808226e-01 
8.085843e-03, 8.083481e-01 
8.356636e-03, 8.359327e-01 
8.636497e-03, 8.633942e-01 
8.925731e-03, 8.905482e-01 
9.224651e-03, 9.172115e-01 
9.533581e-03, 9.432045e-01 
9.852858e-03, 9.683526e-01 
1.018283e-02, 9.924872e-01 
1.052385e-02, 1.015446e+00 
1.087629e-02, 1.037074e+00 
1.124053e-02, 1.057228e+00 
1.161697e-02, 1.075774e+00 
1.200602e-02, 1.092597e+00 
1.240810e-02, 1.107593e+00 
1.282364e-02, 1.120679e+00 
1.325310e-02, 1.131785e+00 
1.369695e-02, 1.140859e+00 
1.415565e-02, 1.147867e+00 
1.462972e-02, 1.152791e+00 
1.511967e-02, 1.155636e+00 
